SCHOOL_ID,SCHOOL_NM,SCH_ADDR,the_geom,GRADE_CAT,GRADES,SCH_TYPE,X,Y
400067,PERSPECTIVES CHTR - MIDDLE SCHOOL,"8131 S MAY ST, 60620",POINT (-87.65229149533978 41.74593517754535),MS,"6, 7, 8",Charter,-87.6522914949,41.7459351785
610127,PETERSON,"5510 N CHRISTIANA AVE, 60625",POINT (-87.71258257163339 41.98155713881419),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7125825713,41.9815571395
609743,PHILLIPS AA,"244 E PERSHING RD, 60653",POINT (-87.61979634214786 41.82387996465738),HS,"9, 10",High School,-87.6197963421,41.8238799652
609727,PHILLIPS HS (&AA),"244 E PERSHING RD, 60653",POINT (-87.61979634214786 41.82387996465738),HS,"9, 10, 11, 12","District, non-alternative",-87.6197963421,41.8238799652
610304,PHOENIX MILITARY HS,"145 S CAMPBELL AVE, 60612",POINT (-87.68868723829392 41.878848483204784),HS,"9, 10, 11, 12","District, non-alternative",-87.6886872383,41.8788484839
610106,PICCOLO,"1040 N KEELER AVE, 60651",POINT (-87.731260595072 41.90013965627623),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7312605951,41.9001396569
610129,PICKARD,"2301 W 21ST PL, 60608",POINT (-87.68329073905542 41.85290039615209),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6832907387,41.8529003972
610032,GREEN,"1150 W 96TH ST, 60643",POINT (-87.65250013683595 41.71929194341724),ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6525001368,41.7192919442
609952,GREENE,"3525 S HONORE ST, 60609",POINT (-87.67149236724542 41.829669277879304),ES,"K, 1, 2, 3, 4, 5","District, non-alternative",-87.6714923669,41.8296692786
609954,GREGORY,"3715 W POLK ST, 60624",POINT (-87.71866612658428 41.870742164592),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7186661272,41.8707421656
609955,GRESHAM,"8524 S GREEN ST, 60620",POINT (-87.64502523385482 41.738920156091005),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6450252334,41.738920157
609956,GRIMES,"5450 W 64TH PL, 60638",POINT (-87.75880329854054 41.775464259803876),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.758803298,41.7754642607
609944,GRISSOM,"12810 S ESCANABA AVE, 60633",POINT (-87.55330670428889 41.66248099814229),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.5533067037,41.6624809989
610283,GUGGENHEIM,"7141 S MORGAN ST, 60621",POINT (-87.64912434457229 41.76389597148566),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6491243445,41.7638959722
609958,GUNSAULUS,"4420 S SACRAMENTO AVE, 60632",POINT (-87.69936418160727 41.8130073676404),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6993641814,41.8130073686
609959,HAINES,"247 W 23RD PL, 60616",POINT (-87.63380633094674 41.8499583163489),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6338063306,41.8499583168
609960,HALE,"6140 S MELVINA AVE, 60638",POINT (-87.77657871269919 41.78019173037784),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7765787127,41.7801917312
609808,HALEY,"11411 S EGGLESTON AVE, 60628",POINT (-87.63363213502316 41.686659966798864),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6336321349,41.6866599676
609963,HAMILTON,"1650 W CORNELIA AVE, 60657",POINT (-87.67086537061273 41.94521965506924),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6708653705,41.9452196561
609964,HAMLINE,"4747 S BISHOP ST, 60609",POINT (-87.66117465623874 41.80724155637335),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6611746558,41.8072415574
609966,HAMMOND,"2819 W 21ST PL, 60623",POINT (-87.69624329847144 41.852719137713045),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6962432983,41.8527191386
609807,HAMPTON,"3434 W 77TH ST, 60652",POINT (-87.70873128209091 41.75345719083858),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7087312818,41.7534571917
609694,HANCOCK HS,"4034 W 56TH ST, 60629",POINT (-87.72447046198569 41.791463906736155),HS,"9, 10, 11, 12","District, non-alternative",-87.7244704617,41.7914639077
610068,HANSON PARK,"5411 W FULLERTON AVE, 60639",POINT (-87.76151477661708 41.923955260014914),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7615147762,41.9239552612
609710,HARLAN HS,"9652 S MICHIGAN AVE, 60628",POINT (-87.62062343511005 41.71837234197768),HS,"7, 8, 9, 10, 11, 12","District, non-alternative",-87.6206234346,41.7183723425
609879,DAWES,"3810 W 81ST PL, 60652",POINT (-87.71735342245631 41.745077748639304),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7173534223,41.7450777495
610313,DIEGO,"1313 N CLAREMONT AVE, 60622",POINT (-87.68575620021512 41.905293854937455),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6857562004,41.905293856
609950,ORTIZ DE DOMINGUEZ,"3000 S LAWNDALE AVE, 60623",POINT (-87.71719031773408 41.838790521112195),ES,"PK, K, 1, 2","District, non-alternative",-87.7171903177,41.8387905222
610320,DUPREY,"2620 W HIRSCH ST, 60622",POINT (-87.69301874548299 41.906694545611856),ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6930187452,41.9066945466
609880,DECATUR,"7030 N SACRAMENTO AVE, 60645",POINT (-87.7046185883693 42.00928855967189),ES,"K, 1, 2, 3, 4, 5, 6","District, non-alternative",-87.7046185885,42.0092885607
609881,DELANO,"3937 W WILCOX ST, 60624",POINT (-87.7246612253243 41.87879893279565),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7246612251,41.878798934
609883,DENEEN,"7240 S WABASH AVE, 60619",POINT (-87.62334458810237 41.76249025986038),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6233445878,41.7624902607
610367,DE PRIEST,"139 S PARKSIDE AVE, 60644",POINT (-87.76629755816246 41.87797883375536),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7662975578,41.8779788342
610252,DETT,"2306 W MAYPOLE AVE, 60612",POINT (-87.68472757120473 41.883988661073786),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6847275714,41.883988662
609884,DEVER,"3436 N OSCEOLA AVE, 60634",POINT (-87.813131527673 41.942551672213824),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.8131315278,41.9425516733
610402,DEVRY HS,"3300 N CAMPBELL AVE, 60618",POINT (-87.69076138945863 41.94138764242662),HS,"11, 12","District, non-alternative",-87.6907613889,41.9413876435
609885,DEWEY,"5415 S UNION AVE, 60609",POINT (-87.6426515772548 41.79564568032442),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6426515773,41.795645681
609874,DIRKSEN,"8601 W FOSTER AVE, 60656",POINT (-87.84104144261516 41.97371478128846),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.8410414427,41.9737147822
610363,DISNEY,"4140 N MARINE DR, 60613",POINT (-87.64608274280917 41.95681613291369),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6460827422,41.956816134
610515,DISNEY II,"3815 N KEDVALE AVE, 60641",POINT (-87.73064162220247 41.95046113898719),ES,"PK, K, 1, 2, 3, 4, 5","District, non-alternative",-87.7306416217,41.95046114
609887,DIXON,"8306 S ST LAWRENCE AVE, 60619",POINT (-87.60997887456553 41.743669239557526),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6099788744,41.7436692405
609888,DODGE,"2651 W WASHINGTON BLVD, 60612",POINT (-87.69301314985529 41.88284815176016),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6930131495,41.8828481524
609891,DOOLITTLE,"535 E 35TH ST, 60616",POINT (-87.61295808023308 41.83111916952885),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6129580799,41.8311191702
609893,DORE,"6108 S NATOMA AVE, 60638",POINT (-87.7876044225208 41.780954462516455),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7876044223,41.7809544633
610245,DOUGLASS HS,"543 N WALLER AVE, 60644",POINT (-87.76766846156086 41.89036863173021),HS,"9, 10, 11, 12","District, non-alternative",-87.7676684612,41.8903686324
609991,HERZL,"3711 W DOUGLAS BLVD, 60623",POINT (-87.71825580499392 41.8622822148881),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7182558047,41.8622822157
609994,HIBBARD,"3244 W AINSLIE ST, 60625",POINT (-87.71036161257673 41.970335235302315),ES,"PK, K, 1, 2, 3, 4, 5, 6","District, non-alternative",-87.7103616123,41.9703352364
610295,HIGGINS,"11710 S MORGAN ST, 60643",POINT (-87.64699403557238 41.68103136681392),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6469940353,41.6810313679
610299,HINTON,"644 W 71ST ST, 60621",POINT (-87.64133453476498 41.76533497560414),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6413345342,41.7653349766
609712,HIRSCH HS,"7740 S INGLESIDE AVE, 60619",POINT (-87.60172726516801 41.75374795425701),HS,"9, 10, 11, 12","District, non-alternative",-87.6017272652,41.7537479546
609995,HITCH,"5625 N MCVICKER AVE, 60646",POINT (-87.7791230545251 41.983671698808244),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7791230544,41.9836716997
609996,HOLDEN,"1104 W 31ST ST, 60608",POINT (-87.65379166466461 41.8380273906115),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6537916644,41.8380273916
609997,HOLMES,"955 W GARFIELD BLVD, 60621",POINT (-87.64979535307597 41.79378764862683),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.649795353,41.793787649
400043,HOPE CONTR ES,"1628 W WASHINGTON BLVD, 60612",POINT (-87.66807694078516 41.883362028864646),ES,"K, 1, 2, 3, 4, 5",Contract,-87.6680769407,41.88336203
609768,HOPE HS,"5515 S LOWE AVE, 60621",POINT (-87.6413819168193 41.793565766234344),HS,"9, 10, 11, 12","District, non-alternative",-87.6413819164,41.7935657666
610000,HOWE,"720 N LOREL AVE, 60644",POINT (-87.75939838752818 41.893612213298944),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7593983871,41.8936122145
610002,HOYNE,"8905 S CRANDON AVE, 60617",POINT (-87.5682280969247 41.73333774725319),ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.5682280969,41.7333377482
609741,HUBBARD HS,"6200 S HAMLIN AVE, 60629",POINT (-87.71801373965681 41.78052638300739),HS,"9, 10, 11, 12","District, non-alternative",-87.7180137399,41.7805263841
610005,"HUGHES, C","4247 W 15TH ST, 60623",POINT (-87.7317773883287 41.86051773954697),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7317773879,41.8605177406
610368,"HUGHES, L","240 W 104TH ST, 60628",POINT (-87.62986865606318 41.705342319330285),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6298686557,41.7053423204
610006,HURLEY,"3849 W 69TH PL, 60629",POINT (-87.71954083144718 41.76678527940329),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7195408317,41.7667852805
609713,HYDE PARK HS,"6220 S STONY ISLAND AVE, 60637",POINT (-87.58661500637069 41.782256923968525),HS,"9, 10, 11, 12","District, non-alternative",-87.5866150064,41.7822569249
610384,INFINITY HS,"3120 S KOSTNER AVE, 60623",POINT (-87.73415832835119 41.836035192554455),HS,"9, 10, 11, 12","District, non-alternative",-87.7341583282,41.8360351935
400104,INSTITUTO ACAD CHTR,"2520 S WESTERN AVE, 60608",POINT (-87.62446814640178 41.880265531415375),HS,"9, 10",Charter,-87.6244681465,41.8802655323
610078,INTER-AMERICAN,"851 W WAVELAND AVE, 60613",POINT (-87.65157333731665 41.949003301025776),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6515733372,41.9490033022
610121,IRVING,"749 S OAKLEY BLVD, 60612",POINT (-87.68361564752725 41.871595493364275),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6836156471,41.8715954942
610060,"JACKSON, A","1340 W HARRISON ST, 60607",POINT (-87.66098466942654 41.87429963963448),ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6609846691,41.8742996403
610369,"JACKSON, M","917 W 88TH ST, 60620",POINT (-87.64676673204316 41.73412546762205),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.646766732,41.7341254687
610010,JAHN,"3149 N WOLCOTT AVE, 60657",POINT (-87.67580971626026 41.93924750004848),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6758097159,41.9392475008
610011,JAMIESON,"5650 N MOZART ST, 60659",POINT (-87.7005294137859 41.98464077857711),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7005294144,41.9846407796
610012,JENNER,"1119 N CLEVELAND AVE, 60610",POINT (-87.64105555844387 41.902054844785106),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6410555582,41.902054846
610271,JENSEN,"3030 W HARRISON ST, 60612",POINT (-87.70224105014161 41.873814948493774),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7022410499,41.8738149496
400078,UNIV OF CHGO CHTR-WOODSON,"4444 S EVANS AVE, 60653",POINT (-87.6083992044542 41.813614318817926),MS,"6, 7, 8",Charter,-87.6083992045,41.8136143193
610274,JOHNSON,"1420 S ALBANY AVE, 60623",POINT (-87.70313876030777 41.861836191931395),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8, 9","District, non-alternative",-87.7031387601,41.8618361928
609678,JONES HS,"606 S STATE ST, 60605",POINT (-87.62771821438153 41.874417637385676),HS,"9, 10, 11, 12","District, non-alternative",-87.6277182142,41.8744176383
609805,JOPLIN,"7931 S HONORE ST, 60620",POINT (-87.66936564484526 41.74933915717458),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6693656447,41.7493391579
609865,JORDAN,"7414 N WOLCOTT AVE, 60626",POINT (-87.67776251441087 42.017087593654225),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6777625146,42.0170875945
609764,JUAREZ HS,"2150 S LAFLIN ST, 60608",POINT (-87.6637324448856 41.852666601030066),HS,"9, 10, 11, 12","District, non-alternative",-87.6637324443,41.8526666018
609762,JULIAN HS,"10330 S ELIZABETH ST, 60643",POINT (-87.65374920837729 41.705858934674396),HS,"9, 10, 11, 12","District, non-alternative",-87.6537492082,41.7058589356
610015,JUNGMAN,"1746 S MILLER ST, 60608",POINT (-87.65230158965794 41.85806477725118),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6523015893,41.8580647781
610037,LIBBY,"5300 S LOOMIS BLVD, 60609",POINT (-87.6599328155304 41.7976848335659),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6599328151,41.7976848343
610038,LINCOLN,"615 W KEMPER PL, 60614",POINT (-87.64449730031662 41.924524817326876),ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6444973,41.924524818
609738,LINCOLN PARK HS,"2001 N ORCHARD ST, 60614",POINT (-87.64600935611726 41.9182683134319),HS,"9, 10, 11, 12","District, non-alternative",-87.6460093559,41.9182683138
610391,LINDBLOM HS,"6130 S WOLCOTT AVE, 60636",POINT (-87.67166184607274 41.78204079923876),HS,"7, 8, 9, 10, 11, 12","District, non-alternative",-87.6716618457,41.7820407996
610039,VON LINNE,"3221 N SACRAMENTO AVE, 60618",POINT (-87.70263466823049 41.94000928397485),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7026346683,41.940009285
609834,LITTLE VILLAGE,"2620 S LAWNDALE AVE, 60623",POINT (-87.71731895267631 41.84369811937671),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7173189528,41.8436981201
610040,LLOYD,"2103 N LAMON AVE, 60639",POINT (-87.74851501470462 41.91881409729684),ES,"PK, K, 1, 2, 3, 4, 5","District, non-alternative",-87.7485150142,41.918814098
610041,"LOCKE, J","2828 N OAK PARK AVE, 60634",POINT (-87.79560407710103 41.931762355694254),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7956040772,41.9317623569
400011,"LOCKE, A CHTR","3141 W JACKSON BLVD, 60612",POINT (-87.7052345223049 41.877248353976036),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.7052345218,41.8772483546
610325,LOGANDALE,"3212 W GEORGE ST, 60618",POINT (-87.70804087527452 41.93397019723919),MS,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.708040875,41.9339701983
610541,LORCA,"3231 N SPRINGFIELD AVE, 60618",POINT (-87.72478311870931 41.94002591590458),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7247831186,41.9400259171
610043,LOVETT,"6333 W BLOOMINGDALE AVE, 60639",POINT (-87.7839188492321 41.91271802903894),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7839188494,41.9127180301
610044,LOWELL,"3320 W HIRSCH ST, 60651",POINT (-87.71021700073867 41.90651959243624),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7102170006,41.9065195933
610029,LOZANO,"1501 N GREENVIEW AVE, 60642",POINT (-87.66509327076645 41.90888612935289),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6650932702,41.9088861302
610046,LYON,"2941 N MCVICKER AVE, 60634",POINT (-87.77717420130587 41.93419216466625),ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7771742008,41.9341921657
610215,MADERO,"3202 W 28TH ST, 60623",POINT (-87.70506426127695 41.84095691074803),MS,"6, 7, 8","District, non-alternative",-87.7050642612,41.8409569119
610115,PARK MANOR,"7037 S RHODES AVE, 60637",POINT (-87.61154559185427 41.76647653887074),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6115455914,41.7664765398
610112,PARKER,"6800 S STEWART AVE, 60621",POINT (-87.63526151829694 41.77080454666991),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6352615178,41.7708045473
610114,PARKMAN,"245 W 51ST ST, 60609",POINT (-87.63299055210207 41.80172669288912),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6329905523,41.8017266939
610116,PARKSIDE,"6938 S EAST END AVE, 60649",POINT (-87.5829543792275 41.76855518498386),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.5829543789,41.768555186
400060,ASIAN HUMAN SERVICES CHTR - PASSAGES,"1643 W BRYN MAWR AVE, 60660",POINT (-87.67116041445655 41.983371438190886),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.6711604144,41.9833714392
610117,PASTEUR,"5825 S KOSTNER AVE, 60629",POINT (-87.73266646003104 41.786895375775586),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7326664602,41.7868953765
609680,PAYTON HS,"1034 N WELLS ST, 60610",POINT (-87.6345004402796 41.901545317765),HS,"9, 10, 11, 12","District, non-alternative",-87.63450044,41.9015453187
610013,PILSEN,"1420 W 17TH ST, 60608",POINT (-87.66220942981123 41.85884887600684),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7","District, non-alternative",-87.6622094296,41.858848877
610130,PIRIE,"650 E 85TH ST, 60619",POINT (-87.60789113467648 41.74034023106035),ES,"PK, K, 1, 2, 3, 4, 5, 6","District, non-alternative",-87.6078911342,41.7403402321
610131,PLAMONDON,"2642 W 15TH PL, 60608",POINT (-87.69252575097397 41.860258898900426),ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6925257507,41.8602589
400068,PLATO CONTR,"5545 W HARRISON ST, 60644",POINT (-87.7532828421282 41.88179552539753),ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Contract,-87.7532828426,41.8817955265
610132,POE,"10538 S LANGLEY AVE, 60628",POINT (-87.60641917344836 41.70262999721695),ES,"K, 1, 2, 3, 4, 5, 6","District, non-alternative",-87.6064191732,41.7026299978
400069,POLARIS CHTR CAMPUS,"620 N SAWYER AVE, 60624",POINT (-87.70779646878445 41.892550175800096),ES,"K, 1, 2, 3, 4, 5, 6",Charter,-87.7077964685,41.8925501765
610134,POPE,"1852 S ALBANY AVE, 60623",POINT (-87.70295402534194 41.85567913285974),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7029540252,41.8556791341
610135,PORTAGE PARK,"5330 W BERTEAU AVE, 60641",POINT (-87.76100700952489 41.956987638413985),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.761007009,41.9569876391
610281,POWELL,"7511 S SOUTH SHORE DR, 60649",POINT (-87.55648708232326 41.759748635664636),ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.5564870825,41.7597486365
610136,PRESCOTT,"1632 W WRIGHTWOOD AVE, 60614",POINT (-87.6695275030282 41.92884110356351),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.669527503,41.9288411046
610258,PRICE,"4351 S DREXEL BLVD, 60653",POINT (-87.60390963455987 41.815315804480115),MS,"4, 5, 6, 7, 8",Elementary School,-87.6039096346,41.8153158053
610533,PRIETO,"2231 N CENTRAL AVE, 60639",POINT (-87.76578057249145 41.92131758438597),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7657805721,41.9213175854
610047,MADISON,"7433 S DORCHESTER AVE, 60619",POINT (-87.59071239076893 41.759548059298815),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.5907123903,41.75954806
610048,MANIERRE,"1420 N HUDSON AVE, 60610",POINT (-87.63982651106262 41.90824688335634),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6398265108,41.9082468844
609722,MANLEY HS,"2935 W POLK ST, 60612",POINT (-87.69989558921783 41.87093895755909),HS,"9, 10, 11, 12","District, non-alternative",-87.6998955894,41.8709389586
610052,MANN,"8050 S CHAPPEL AVE, 60617",POINT (-87.57481563493727 41.74827412596535),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.5748156347,41.7482741268
610241,MARCONI,"230 N KOLMAR AVE, 60624",POINT (-87.73932526698752 41.88433729097987),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7393252671,41.8843372917
610502,MARINE MILITARY HS,"145 S CAMPBELL AVE, 60612",POINT (-87.68868723829392 41.878848483204784),HS,"9, 10, 11, 12","District, non-alternative",-87.6886872383,41.8788484839
610053,MARQUETTE,"6550 S RICHMOND ST, 60629",POINT (-87.69702979684446 41.77388107762308),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6970297968,41.7738810787
610054,MARSH,"9822 S EXCHANGE AVE, 60617",POINT (-87.55248342633169 41.71658801151994),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.5524834264,41.7165880122
609723,MARSHALL HS,"3250 W ADAMS ST, 60624",POINT (-87.7080500661368 41.87844408781058),HS,"9, 10, 11, 12","District, non-alternative",-87.7080500662,41.8784440885
610321,"MARSHALL, T","3900 N LAWNDALE AVE, 60618",POINT (-87.72032051090774 41.951987836108636),MS,"7, 8","District, non-alternative",-87.720320511,41.9519878371
610056,MASON,"4217 W 18TH ST, 60623",POINT (-87.730469037596 41.85687970673161),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7304690376,41.8568797079
609724,MATHER HS,"5835 N LINCOLN AVE, 60659",POINT (-87.70249638964576 41.98758868362125),HS,"9, 10, 11, 12","District, non-alternative",-87.7024963892,41.987588684
610058,MAY,"512 S LAVERGNE AVE, 60644",POINT (-87.74927555925403 41.873586782907154),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7492755587,41.8735867838
610059,MAYER,"2250 N CLIFTON AVE, 60614",POINT (-87.65728743543443 41.923203523330955),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6572874357,41.9232035242
610061,MAYO,"249 E 37TH ST, 60653",POINT (-87.61977965563813 41.827355262379534),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6197796557,41.8273552636
610290,MAYS,"838 W MARQUETTE RD, 60621",POINT (-87.64611371520867 41.77253353014194),ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6461137148,41.772533531
609968,MCAULIFFE,"1841 N SPRINGFIELD AVE, 60647",POINT (-87.7239311283983 41.91481634369635),ES,"PK, K, 1, 2, 3, 4, 5, 6","District, non-alternative",-87.7239311283,41.9148163446
610062,MCCLELLAN,"3527 S WALLACE ST, 60609",POINT (-87.64110257174552 41.82999285998916),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6411025714,41.8299928611
610063,MCCORMICK,"2712 S SAWYER AVE, 60623",POINT (-87.70630009263026 41.84226716975454),ES,"PK, K, 1, 2, 3, 4, 5","District, non-alternative",-87.7063000924,41.8422671707
610269,MCCUTCHEON,"4865 N SHERIDAN RD, 60640",POINT (-87.65475844541194 41.970949085682285),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6547584452,41.9709490861
610066,MCDADE,"8801 S INDIANA AVE, 60619",POINT (-87.6192144389081 41.734549903056276),ES,"K, 1, 2, 3, 4, 5, 6","District, non-alternative",-87.6192144389,41.7345499041
610312,MCDOWELL,"1419 E 89TH ST, 60619",POINT (-87.58958949608426 41.733132311807154),ES,"PK, K, 1, 2, 3, 4, 5","District, non-alternative",-87.5895894961,41.7331323127
610067,MCKAY,"6901 S FAIRFIELD AVE, 60629",POINT (-87.6917864997079 41.76814276112895),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6917864995,41.7681427621
610282,MCNAIR,"4820 W WALTON ST, 60651",POINT (-87.74673078272562 41.89781907271179),ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7467307825,41.8978190736
