the_geom,School_ID,Y,X,School_Typ,Grade_Cat,Grades,SCH_ADDR,SCHOOL_NM
POINT (-87.70574908777306 41.742849921345986),610109,1849510.13467,1155520.86201,Traditional,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","8247 S CHRISTIANA AVE, 60652",OWEN
POINT (-87.61977966041285 41.827355266010585),610110,1880486.14588,1178726.9278,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","249 E 37TH ST, 60653",WELLS ES
POINT (-87.73921294544903 41.973289392402634),610111,1933416.75196,1145807.32205,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","5051 N KENNETH AVE, 60630",PALMER
POINT (-87.63408585603759 41.77077979515438),610112,1859838.3171,1174995.49858,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","6800 S STEWART AVE, 60621",PARKER
POINT (-87.61154559301644 41.76647654247946),610115,1858321.04093,1181157.38127,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","7037 S RHODES AVE, 60637",PARK MANOR
POINT (-87.58295438278273 41.76855518950886),610116,1859145.23482,1188950.65145,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","6938 S EAST END AVE, 60649",PARKSIDE
POINT (-87.73266645521085 41.78689537665073),610117,1865507.48424,1148062.86905,Traditional,ES,"PK, K, 1, 2, 3, 4","5825 S KOSTNER AVE, 60629",PASTEUR
POINT (-87.71921626107621 41.7878989699163),610120,1865899.09927,1151728.38731,Traditional,ES,"PK, K, 1, 2, 3, 4","3826 W 58TH ST, 60629",PECK
POINT (-87.68361565115903 41.87159549158413),610121,1896469.10243,1161206.56061,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","749 S OAKLEY BLVD, 60612",IRVING
POINT (-87.66585003700392 41.98345579149934),610122,1937268.33382,1165727.89474,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","1423 W BRYN MAWR AVE, 60660",PEIRCE
POINT (-87.7223855479275 41.85837241920013),610123,1891573.10665,1150681.46913,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","1616 S AVERS AVE, 60623",PENN
POINT (-87.59625661668589 41.728534142083625),610124,1844530.53505,1185446.75393,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","9130 S UNIVERSITY AVE, 60619",WASHINGTON H ES
POINT (-87.68074453482734 41.8481009392156),610125,1887913.67761,1162053.61305,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","2410 S LEAVITT ST, 60608",RUIZ
POINT (-87.61833765367705 41.83652695312878),610126,1883831.5424,1179092.1272,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","3200 S CALUMET AVE, 60616",PERSHING
POINT (-87.71258257767514 41.98155713794655),610127,1936480.90364,1153027.033,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","5510 N CHRISTIANA AVE, 60625",PETERSON
POINT (-87.64757716520475 41.70660285906506),610128,1836423.23761,1171501.57053,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","10309 S MORGAN ST, 60643",GARVEY
POINT (-87.68329074268618 41.85290039437196),610129,1889657.32275,1161346.63382,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","2301 W 21ST PL, 60608",PICKARD
POINT (-87.6078911370603 41.74034023287613),610130,1848805.57965,1182234.6465,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6","650 E 85TH ST, 60619",PIRIE
POINT (-87.69252575097397 41.860258898900426),610131,1892319.83022,1158810.63823,Traditional,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","2642 W 15TH PL, 60608",PLAMONDON
POINT (-87.6064191734078 41.702630000818154),610132,1835067.75706,1182752.39941,Traditional,ES,"K, 1, 2, 3, 4, 5, 6","10538 S LANGLEY AVE, 60628",POE
POINT (-87.7187972930433 41.89323561010509),610133,1904284.16784,1151568.00902,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","646 N LAWNDALE AVE, 60624",WARD L
POINT (-87.76100700351024 41.95698763658335),610135,1927435.98768,1139920.5894,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","5330 W BERTEAU AVE, 60641",PORTAGE PARK
POINT (-87.66952750427116 41.92884109996936),610136,1917358.76931,1164882.20614,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","1632 W WRIGHTWOOD AVE, 60614",PRESCOTT
POINT (-87.77241416628834 41.965619070854565),610137,1930560.79507,1136797.2843,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","4650 N MENARD AVE, 60630",PRUSSING
POINT (-87.6838014306478 41.918486277743455),610138,1913555.70868,1161026.60526,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","2230 W MCLEAN AVE, 60647",PULASKI
POINT (-87.60943096743696 41.688819352190364),610139,1830028.39673,1181972.24283,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","11311 S FORRESTVILLE AVE, 60628",PULLMAN
POINT (-87.67092241919761 41.96074569176259),610141,1928981.96096,1164412.77828,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","4332 N PAULINA ST, 60613",RAVENSWOOD
POINT (-87.59475207202254 41.79234788018115),610142,1867787.27397,1185657.79615,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","5631 S KIMBARK AVE, 60637",RAY
POINT (-87.60492543044663 41.80417379096906),610143,1872072.8986,1182847.0334,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","834 E 50TH ST, 60615",REAVIS
POINT (-87.71954054422258 41.941093989839835),610144,1921722.35278,1151240.83054,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","3650 W SCHOOL ST, 60618",REILLY
POINT (-87.76898261876582 41.94301889519389),610145,1922331.3555,1137784.76198,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","3425 N MAJOR AVE, 60634",REINBERG
POINT (-87.60017682328274 41.76419586431344),610146,1857516.21085,1184265.94264,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","1010 E 72ND ST, 60619",REVERE
POINT (-87.69718539374834 42.01526504556588),610147,1948794.98695,1157122.16162,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","7345 N WASHTENAW AVE, 60645",ROGERS
POINT (-87.66603693425228 41.80714283064575),610148,1873019.51678,1166176.77639,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","4747 S MARSHFIELD AVE, 60609",CHAVEZ
POINT (-87.61806644739089 41.751945575252385),610152,1853011.21559,1179422.47398,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","7831 S PRAIRIE AVE, 60619",RUGGLES
POINT (-87.63884270034876 41.73537938937342),610153,1846928.20742,1173802.01409,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","8716 S WALLACE ST, 60620",RYDER
POINT (-87.74595144444002 41.99116924566341),610155,1939919.61953,1143930.25494,Traditional,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","6040 N KILPATRICK AVE, 60646",SAUGANASH
POINT (-87.70500578054565 41.79749820232971),610157,1869424.99477,1155578.2382,Traditional,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","5248 S SAWYER AVE, 60632",SAWYER
POINT (-87.79872070511777 41.91415062927054),610158,1911759.86877,1129759.91353,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","1850 N NEWLAND AVE, 60707",SAYRE
POINT (-87.73217877768654 41.94167760315429),610159,1921910.65621,1147800.91878,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","4201 W HENDERSON ST, 60641",SCAMMON
POINT (-87.81419465454108 42.0168916405905),610163,1949173.15319,1125321.38894,Early Childhood,ES,PK,"7507 W BIRCHWOOD AVE, 60631",STOCK
POINT (-87.76119046882289 41.9304033154651),610165,1917748.26919,1139935.3479,Traditional,ES,"PK, K, 1, 2, 3, 4, 5","2727 N LONG AVE, 60639",SCHUBERT
POINT (-87.66877201152457 41.810333240125665),610167,1874176.30647,1165422.11156,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","4600 S HERMITAGE AVE, 60609",SEWARD
POINT (-87.70419859113254 41.811068609241815),610170,1874371.5774,1155762.14236,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","4520 S KEDZIE AVE, 60632",COLUMBIA EXPLORERS
POINT (-87.55278794439316 41.73171691578895),610171,1845794.90949,1197301.7814,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","9000 S EXCHANGE AVE, 60617",MIRELES
POINT (-87.65022144566161 41.79976620533543),610172,1870365.39184,1170509.98098,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","1000 W 52ND ST, 60609",SHERMAN
POINT (-87.63227938229912 41.790800243325855),610173,1867137.63944,1175428.80611,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","245 W 57TH ST, 60621",SHERWOOD
POINT (-87.68964723524776 41.81590948589596),610174,1876164.94324,1159715.87921,Traditional,ES,"PK, K, 1, 2, 3, 4","4250 S ROCKWELL ST, 60632",SHIELDS
POINT (-87.59390494160888 41.80429401583151),610175,1872142.365,1185851.3604,Traditional,ES,"K, 1, 2, 3, 4, 5, 6","1330 E 50TH ST, 60615",SHOESMITH
POINT (-87.65866905202984 41.69091887627593),610176,1830684.26484,1168517.58765,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","11140 S BISHOP ST, 60643",SHOOP
POINT (-87.65941897616551 41.879102542176845),610177,1899255.47317,1167775.30108,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","1260 W ADAMS ST, 60607",SKINNER
POINT (-87.59693188178447 41.7169888716671),610178,1840321.98015,1185298.41597,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","9755 S GREENWOOD AVE, 60628",SCHMID
POINT (-87.78197453753317 41.958868035570845),610179,1928083.81971,1134213.07162,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","4310 N MELVINA AVE, 60634",SMYSER
POINT (-87.65344502668637 41.86535101811163),610180,1894257.26926,1169441.87058,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","1059 W 13TH ST, 60608",SMYTH
POINT (-87.72404263306203 41.99394233241605),610182,1940971.76047,1149879.01732,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","6206 N HAMLIN AVE, 60659",SOLOMON
POINT (-87.75044473105727 41.88487639768195),610183,1901177.95522,1142972.10758,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","214 N LAVERGNE AVE, 60644",SPENCER
POINT (-87.73166568492817 41.74710687859607),610185,1851010.81047,1148437.21705,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","8010 S KOSTNER AVE, 60652",STEVENSON
POINT (-87.63997360422805 41.69649616292765),610188,1832757.10486,1173607.44886,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","10845 S UNION AVE, 60628",DUNNE
POINT (-87.68479278594201 41.99535905094481),610191,1941566.38199,1160544.79651,Traditional,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","6239 N LEAVITT ST, 60659",STONE
POINT (-87.71331750070793 41.91193807892008),610192,1911110.08037,1153010.72661,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","3444 W WABANSIA AVE, 60647",STOWE
POINT (-87.54292760841355 41.7438285240259),610193,1850232.83401,1199952.67012,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","8331 S MACKINAW AVE, 60617",NEW SULLIVAN
POINT (-87.73352395108311 41.870828378524244),610194,1896090.63206,1147615.47394,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","4320 W 5TH AVE, 60624",SUMNER
POINT (-87.67682117257347 41.71144507048929),610195,1838125.44746,1163502.7509,Traditional,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","10015 S LEAVITT ST, 60643",SUTHERLAND
POINT (-87.65829608026417 41.98913906016773),610196,1939355.44514,1167765.38017,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","5900 N WINTHROP AVE, 60660",SWIFT
POINT (-87.67372272472176 41.89240461130975),610197,1904072.47436,1163842.72135,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","1840 W OHIO ST, 60622",TALCOTT
POINT (-87.53297076750309 41.715470375344196),610198,1839924.50391,1202766.01063,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","9912 S AVENUE H, 60617",TAYLOR
POINT (-87.65811083885912 41.677505446427055),610199,1825797.78413,1168708.35794,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","1441 W 119TH ST, 60643",COLEMON
POINT (-87.54427997626483 41.73332423774019),610200,1846401.7777,1199618.69966,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","8914 S BUFFALO AVE, 60617",THORP J
POINT (-87.77763129474631 41.94857131145994),610201,1924339.29603,1135418.71586,Traditional,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","6024 W WARWICK AVE, 60634",THORP O
POINT (-87.7305663846513 41.88410224125941),610202,1900933.24705,1148387.03703,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","223 N KEELER AVE, 60624",TILTON
POINT (-87.708179184033 41.787523229256514),610203,1865783.87476,1154739.36291,Traditional,ES,"PK, K, 1, 2, 3, 4, 5","5815 S HOMAN AVE, 60629",TONTI
POINT (-87.75892840072956 41.79904639720592),610206,1869886.28585,1140871.14327,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","5134 S LOTUS AVE, 60638",TWAIN
POINT (-87.66555862134634 41.72081703371227),610207,1841564.13153,1166551.38424,Traditional,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","9510 S PROSPECT AVE, 60643",VANDERPOEL
POINT (-87.62714768793036 41.69626234715829),610208,1832700.36383,1177110.94251,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","138 W 109TH ST, 60628",LAVIZZO
POINT (-87.72460522409652 41.97163400116181),610209,1932841.40698,1149783.85675,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","4950 N AVERS AVE, 60625",VOLTA
POINT (-87.71060878865852 41.97150444292288),610212,1932821.5504,1153590.32223,Traditional,ES,"7, 8","4929 N SAWYER AVE, 60625",ALBANY PARK
POINT (-87.60101811278476 41.77347789748448),610213,1860896.55907,1184007.62655,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","6650 S ELLIS AVE, 60637",WADSWORTH
POINT (-87.70506426007299 41.84095691074145),610215,1885261.00477,1155446.50159,Traditional,ES,"6, 7, 8","3202 W 28TH ST, 60623",MADERO
POINT (-87.64808617420633 41.85483574672973),610216,1890437.1332,1170932.13564,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","2015 S PEORIA ST, 60608",WALSH
POINT (-87.63535578864986 41.84398008909466),610217,1886509.29623,1174432.45049,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","2701 S SHIELDS AVE, 60616",WARD J
POINT (-87.57535254880202 41.72676290830874),610218,1843934.66977,1191158.57157,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","9239 S JEFFERY AVE, 60617",WARREN
POINT (-87.53601529919601 41.68813148338763),610219,1829954.80108,1202027.0121,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","3611 E 114TH ST, 60617",WASHINGTON G ES
POINT (-87.69133251142506 41.96436540333339),610220,1930258.74614,1158851.72509,Traditional,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","4540 N CAMPBELL AVE, 60625",WATERS
POINT (-87.72752437440957 41.869915857763885),610221,1895769.58677,1149251.88603,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","4055 W ARTHINGTON ST, 60624",WEBSTER
POINT (-87.65820483631407 41.76507589571757),610223,1857707.29282,1168432.43756,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","1340 W 71ST ST, 60636",WENTWORTH
POINT (-87.65538382114454 41.683907009687786),610225,1828136.27715,1169434.97821,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","11533 S ADA ST, 60643",WHISTLER
POINT (-87.71098733185424 41.79234608382597),610226,1867535.7328,1153960.81198,Traditional,ES,"PK, K, 1, 2, 3, 4, 5","5534 S SAINT LOUIS AVE, 60629",SANDOVAL
POINT (-87.7255456427252 41.84008042644524),610227,1884901.45857,1149867.78342,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","2815 S KOMENSKY AVE, 60623",WHITNEY
POINT (-87.67339165433035 41.850480886147),610228,1888796.23261,1164050.31575,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","1900 W 23RD ST, 60608",WHITTIER
POINT (-87.67776098072349 41.90705300429838),610229,1909401.92302,1162702.42704,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","2009 W SCHILLER ST, 60622",PRITZKER
POINT (-87.7783448615387 42.00749066934333),610230,1945808.5031,1135085.49736,Traditional,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","6950 N HIAWATHA AVE, 60646",WILDWOOD
POINT (-87.62930832983595 41.85279976953131),610231,1889736.61327,1176053.90198,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","55 W CERMAK RD, 60616",NATIONAL TEACHERS
POINT (-87.70028031260621 41.915038547085196),610234,1912265.81493,1156550.96624,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","1839 N RICHMOND ST, 60647",YATES
POINT (-87.76714284601937 41.9067905738164),610235,1909133.02034,1138372.45273,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","1434 N PARKSIDE AVE, 60651",YOUNG ES
POINT (-87.62713680545437 41.80913475686662),610237,1873830.10801,1176776.31589,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","25 W 47TH ST, 60609",BEETHOVEN
POINT (-87.65301778635478 41.76536056570044),610238,1857822.17382,1169846.70868,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","7050 S MAY ST, 60621",BOND
POINT (-87.67220640216625 41.802342867518746),610239,1871257.43927,1164508.22362,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","5024 S WOLCOTT AVE, 60609",DALEY
POINT (-87.64974916517143 41.95998415465289),610242,1928749.68288,1170173.73099,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","4251 N CLARENDON AVE, 60613",BRENNEMANN
POINT (-87.75332487134204 41.87288500496833),610244,1896802.99973,1142217.36466,Traditional,HS,"9, 10, 11, 12","5101 W HARRISON ST, 60644",CLARK HS
POINT (-87.76766845556021 41.89036862899963),610245,1903147.93094,1138268.83188,Traditional,HS,"9, 10, 11, 12","543 N WALLER AVE, 60644",DOUGLASS HS
POINT (-87.6256915785112 41.798464959275144),610246,1869945.33363,1177202.33275,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","5255 S STATE ST, 60609",BEASLEY
POINT (-87.77818680275425 41.94305591932024),610248,1922328.49559,1135280.6164,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","3400 N AUSTIN AVE, 60634",CHICAGO ACADEMY ES
POINT (-87.69026083876544 41.79404805057685),610249,1868197.51495,1159608.21604,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","5450 S TALMAN AVE, 60632",TALMAN
POINT (-87.63363243383714 41.901416533650156),610250,1907442.88462,1174731.41348,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","160 W WENDELL ST, 60610",SALAZAR
POINT (-87.69918700903415 41.882949923809264),610251,1900574.92394,1156934.96876,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","2908 W WASHINGTON BLVD, 60612",CATHER
POINT (-87.6803149665699 41.87986982005957),610252,1899491.07736,1162082.59659,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","2131 W MONROE ST, 60612",DETT
POINT (-87.71574357179486 41.85888344613877),610254,1891772.26832,1152489.51275,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","3615 W 16TH ST, 60623",DVORAK
POINT (-87.59906677098365 41.81734932673638),610256,1876887.59173,1184403.35837,Traditional,ES,"PK, K, 1, 2, 3","4225 S LAKE PARK AVE, 60653",ROBINSON
POINT (-87.70510783049163 41.88917813449174),610257,1902832.61923,1155306.04223,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","431 N TROY ST, 60612",MORTON
POINT (-87.6172141790608 41.779900493583106),610263,1863199.70375,1179570.22139,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","6311 S CALUMET AVE, 60637",DULLES
POINT (-87.60117440804437 41.740183790256616),610268,1848764.09778,1184068.24454,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","8505 S INGLESIDE AVE, 60619",ASHE
POINT (-87.65475844786295 41.97094908209549),610269,1932734.52137,1168779.63601,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","4865 N SHERIDAN RD, 60640",MCCUTCHEON
POINT (-87.70224105256844 41.87381494670643),610271,1897240.02116,1156127.79255,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","3030 W HARRISON ST, 60612",JENSEN
POINT (-87.7031387627253 41.86183619104433),610274,1892873.19197,1155915.34481,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","1420 S ALBANY AVE, 60623",JOHNSON
POINT (-87.61661794407227 41.81435828267455),610276,1875757.27509,1179628.155,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","4415 S DR MARTIN L KING JR DR, 60653",MOLLISON
POINT (-87.60679103519684 41.76067263502636),610279,1856217.06318,1182472.32024,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","7350 S EVANS AVE, 60619",TANNER
POINT (-87.55678924878404 41.76033179959435),610281,1856212.05106,1196115.50687,Traditional,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","7511 S SOUTH SHORE DR, 60649",POWELL
POINT (-87.74673077914349 41.897819069092115),610282,1905901.14295,1143951.18764,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","4820 W WALTON ST, 60651",MCNAIR
POINT (-87.67316832857148 42.007702570043016),610284,1946088.58718,1163670.04223,Traditional,ES,"PK, K, 1, 2, 3, 4","1707 W MORSE AVE, 60626",NEW FIELD
POINT (-87.70960968204936 41.74235056627999),610287,1849320.51464,1154468.60066,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","8300 S ST LOUIS AVE, 60652",ASHBURN
POINT (-87.63727734722362 41.77272749687046),610290,1860540.98269,1174119.15289,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","6656 S NORMAL BLVD, 60621",MAYS
POINT (-87.7288842929386 41.7753053866094),610291,1861291.41098,1149124.02539,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","6448 S TRIPP AVE, 60629",LEE
POINT (-87.72466123135618 41.8787989319273),610293,1899012.07864,1150008.7582,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","3937 W WILCOX ST, 60624",MELODY
POINT (-87.64699403794559 41.6810313695292),610295,1827106.57777,1171735.04578,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","11710 S MORGAN ST, 60643",HIGGINS
POINT (-87.62804036317074 41.74718591747294),610298,1851254.37101,1176715.12605,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","8101 S LASALLE ST, 60620",LENART
POINT (-87.6413345407389 41.76533497924157),610299,1857838.27615,1173034.10454,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","644 W 71ST ST, 60621",KING ES
POINT (-87.634750516536 41.7488682245116),610300,1851852.45052,1174879.02637,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","409 W 80TH ST, 60620",WESTCOTT
POINT (-87.68696021819036 41.879118231068894),610304,1899203.49985,1160274.98898,Traditional,HS,"9, 10, 11, 12","145 S CAMPBELL AVE, 60612",PHOENIX MILITARY HS
POINT (-87.74927555446033 41.87358678018176),610305,1897066.20327,1143318.47466,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","512 S LAVERGNE AVE, 60644",LELAND
POINT (-87.66809130691543 41.88390675513421),610308,1900987.69805,1165400.00629,Specialty,ES,"PK, K, 1, 2, 3, 4, 5","1628 W WASHINGTON BLVD, 60612",RUDOLPH
POINT (-87.5895894984777 41.733132312723),610312,1846221.71802,1187252.18306,Traditional,ES,"PK, K, 1, 2, 3, 4, 5","1419 E 89TH ST, 60619",MCDOWELL
POINT (-87.6857562038488 41.90529385315727),610313,1908744.35577,1160530.88775,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","1313 N CLAREMONT AVE, 60622",DE DIEGO
POINT (-87.65053854188713 41.67230940600583),610315,1823920.72062,1170791.98468,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","1136 W 122ND ST, 60643",WHITE
POINT (-87.58218173785268 41.726107454791666),610316,1843679.48754,1189296.45653,Traditional,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","1710 E 93RD ST, 60617",EARHART
POINT (-87.69207693007087 41.82389999976054),610317,1879071.69398,1159031.82218,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","3825 S WASHTENAW AVE, 60632",BRIGHTON PARK
POINT (-87.66781651175461 41.82935561870738),610319,1881109.9842,1165628.91167,Traditional,ES,"6, 7, 8","3537 S PAULINA ST, 60609",EVERGREEN
POINT (-87.55755003385275 41.73462671971637),610323,1846843.46317,1195992.39097,Traditional,HS,"9, 10, 11, 12","2710 E 89TH ST, 60617",BOWEN HS
POINT (-87.7080408764978 41.93397019544521),610325,1919149.03837,1154388.42234,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","3212 W GEORGE ST, 60618",LOGANDALE
POINT (-87.67521045891944 41.857754809048),610329,1891443.02685,1163534.46671,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","1940 W 18TH ST, 60608",OROZCO
POINT (-87.71542311991061 41.88621005936022),610334,1901730.66113,1152505.12525,Traditional,HS,"9, 10, 11, 12","3545 W FULTON BLVD, 60624",RABY HS
POINT (-87.64921669361973 41.75892473172105),610339,1855485.23427,1170902.34043,Traditional,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","7424 S MORGAN ST, 60621",STAGG
POINT (-87.77684656598319 41.94305449025786),610340,1922330.33909,1135645.23968,Traditional,HS,"9, 10, 11, 12","3400 N AUSTIN AVE, 60634",CHICAGO ACADEMY HS
POINT (-87.68304994191865 41.90681580907238),610342,1909304.53017,1161263.3748,Traditional,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","2216 W HIRSCH ST, 60622",SABIN
